stage,teams,result
group-stage,astralis fnatic,1
group-stage,astralis nip,1
group-stage,big made-in-brazil,1
group-stage,faze mousesports,2
group-stage,faze nrg,2
group-stage,faze renegades,1
group-stage,fnatic vitality,2
group-stage,furia nrg,2
group-stage,heroic big,1
group-stage,heroic ence,1
group-stage,heroic vitality,2
group-stage,liquid mvp-pk,1
group-stage,liquid navi,1
group-stage,liquid nrg,1
group-stage,made-in-brazil fnatic,2
group-stage,mousesports navi,2
group-stage,mvp-pk mousesports,2
group-stage,navi furia,1
group-stage,navi mousesports,1
group-stage,nip heroic,1
group-stage,renegades furia,2
group-stage,vitality ence,1
group-stage,vitality nip,2
north-america,bad-news-bears complexity-gaming,2
north-america,complexity-gaming atk,1
north-america,complexity-gaming furia,2
north-america,envyus furia,2
north-america,furia bad-news-bears,1
north-america,ghost-gaming atk,1
north-america,ghost-gaming envyus,1
north-america,ghost-gaming furia,2
north-america,ghost-gaming lazarus,1
north-america,intz-esports envyus,2
north-america,,
north-america,,
north-america,,
open-qualifier,,
open-qualifier,,
open-qualifier,,
open-qualifier,,
open-qualifier,,
open-qualifier,one royal,2
open-qualifier,optic devils-one,1
open-qualifier,optic nochance,1
open-qualifier,spirit heroic,2
open-qualifier,spirit nemiga,1
open-qualifier,tricked heroic,2
playoff,astralis vitality,2
playoff,liquid navi,1
playoff,liquid vitality,1
playoff,nip navi,2
playoff,nrg vitality,2
asia,tyloo beyond,1
asia,tyloo vici-gaming,1
asia,tyloo vici-gaming,1
asia,vici-gaming invictus-gaming,1
asia,vici-gaming invictus-gaming,1
europe,astralis nip,2
europe,big nip,2
europe,big sprout,2
europe,complexity-gaming heroic,2
europe,complexity-gaming mad-lions,1
europe,faze heroic,2
europe,faze made-in-brazil,1
europe,fnatic astralis,2
europe,g2-esports og,1
europe,heretics fnatic,2
europe,heroic fnatic,1
europe,heroic g2-esports,2
europe,heroic g2-esports,1
europe,heroic vitality,1
europe,made-in-brazil g2-esports,2
europe,mousesports mad-lions,2
europe,navi complexity-gaming,2
europe,navi mousesports,1
europe,navi nip,2
europe,og mad-lions,1
europe,og nip,1
europe,sprout og,1
europe,sprout vitality,2
europe,vitality astralis,2
europe,vitality faze,1
europe,vitality heretics,1
europe,vitality nip,1
north-america,100-thieves furia,2
north-america,chaos-esports-club liquid,2
north-america,cloud9 liquid,2
north-america,evil-geniuses furia,1
north-america,evil-geniuses liquid,1
north-america,evil-geniuses triumph,1
north-america,furia chaos-esports-club,2
north-america,furia gen-g,1
north-america,liquid cloud9,1
north-america,liquid evil-geniuses,2
north-america,triumph cloud9,2
oceania,order avant,1
oceania,order avant,2
oceania,renegades avant,1
oceania,renegades chiefs,1
oceania,renegades order,1
europe,envyus flipsid3,1
europe,team-dignitas astralis,2
group-stage,navi sk,1
group-stage,sk astralis,1
group-stage,sk optic,1
group-stage,sk vp,1
north-america,cloud9 clg,1
north-america,complexity-gaming immortals,2
north-america,echo-fox solomid,2
north-america,optic immortals,1
playoff,sk vp,2
europe-open,binary-dragons kinguin,1
europe-open,goodjob kinguin,2
europe-open,quantum-bellator outlaws,2
europe-open,roughtimes kinguin,2
europe,envyus gambit,1
europe,envyus hellraisers,1
europe,flipsid3 gambit,2
europe,g2-esports envyus,2
europe,gambit big,1
group-stage,cloud9 navi,1
group-stage,cloud9 navi,1
group-stage,envyus navi,2
group-stage,sk cloud9,1
group-stage,sk envyus,1
north-america,clg tempo-storm,1
north-america,nrg rise-nation,2
north-america,renegades complexity-gaming,2
north-america,rise-nation clg,1
playoff,faze cloud9,1
playoff,sk liquid,2
europe,gambit big,1
europe,gambit hellraisers,1
europe,hellraisers big,1
europe,hellraisers optic,2
europe,hellraisers optic,1
europe,heroic big,2
europe,north gambit,1
europe,north gambit,2
europe,north optic,1
europe,optic heroic,1
group-stage,faze g2-esports,2
group-stage,faze nrg,2
group-stage,fnatic mousesports,2
group-stage,g2-esports liquid,2
group-stage,gambit mousesports,2
group-stage,navi fnatic,1
group-stage,navi gambit,2
group-stage,navi gambit,2
group-stage,nrg g2-esports,1
group-stage,nrg liquid,2
north-america,complexity-gaming luminosity,1
north-america,complexity-gaming swole-patrol,1
north-america,luminosity complexity-gaming,2
north-america,nrg complexity-gaming,1
north-america,nrg complexity-gaming,1
north-america,renegades complexity-gaming,2
north-america,renegades nrg,2
north-america,renegades rogue,1
north-america,rogue luminosity,2
playoff,liquid gambit,1
playoff,mousesports liquid,1
playoff,mousesports nrg,1
europe,cr4zy sprout,1
europe,g2-esports bluejays,1
europe,g2-esports cr4zy,1
europe,g2-esports tricked,1
europe,mousesports cr4zy,2
europe,sprout vitality,1
europe,tricked big,1
gg-bet-invitational,avangar big,1
gg-bet-invitational,avangar big,2
gg-bet-invitational,avangar forze,2
gg-bet-invitational,big hellraisers,1
gg-bet-invitational,bpro sprout,1
gg-bet-invitational,forze hellraisers,1
gg-bet-invitational,forze optic,2
gg-bet-invitational,forze winstrike,1
gg-bet-invitational,optic big,1
gg-bet-invitational,optic bpro,1
gg-bet-invitational,optic winstrike,1
gg-bet-invitational,winstrike sprout,1
group-stage,astralis evil-geniuses,2
group-stage,astralis optic,1
group-stage,eunited ence,2
group-stage,faze evil-geniuses,2
group-stage,g2-esports ence,1
group-stage,g2-esports ence,1
group-stage,liquid eunited,1
group-stage,liquid g2-esports,1
group-stage,optic astralis,2
group-stage,optic faze,1
north-america,complexity-gaming envyus,1
north-america,complexity-gaming eunited,2
north-america,eunited intz-esports,1
north-america,furia eunited,2
north-america,furia lazarus,1
north-america,furia one,1
playoff,astralis evil-geniuses,2
playoff,evil-geniuses g2-esports,1
playoff,liquid astralis,2
asia,camel-riders tyloo,2
asia,lucid-dream vici-gaming,2
asia,mazaalai tyloo,2
asia,tiger vici-gaming,2
asia,tyloo d13,2
asia,tyloo tiger,2
asia,vici-gaming beyond,1
asia,vici-gaming tyloo,2
cis,espada k23,2
cis,espada pro100,1
cis,espada vp,2
cis,forze gambit-youngsters,2
cis,forze nemiga,2
cis,forze spirit,2
cis,forze unique,1
cis,forze winstrike,1
cis,gambit-youngsters nemiga,2
cis,gambit-youngsters spirit,2
cis,gambit-youngsters unique,1
cis,hard-legion espada,2
cis,hard-legion navi,1
cis,hard-legion winstrike,2
cis,k23 hard-legion,2
cis,k23 pro100,1
cis,k23 vp,2
cis,navi espada,1
cis,navi k23,2
cis,nemiga 1win,1
cis,nemiga k23,1
cis,pro100 1win,1
cis,pro100 hard-legion,1
cis,pro100 navi,2
cis,spirit nemiga,1
cis,spirit unique,1
cis,spirit vp,1
cis,spirit winstrike,1
cis,unique nemiga,2
cis,vp hard-legion,2
cis,vp hard-legion,2
cis,vp navi,1
cis,vp nemiga,1
cis,vp pro100,2
cis,winstrike gambit-youngsters,1
cis,winstrike k23,1
cis,winstrike nemiga,1
cis,winstrike spirit,2
europe,astralis faze,1
europe,astralis fnatic,2
europe,astralis g2-esports,1
europe,astralis g2-esports,1
europe,astralis heretics,1
europe,astralis vitality,1
europe,c0ntact godsent,2
europe,c0ntact mousesports,2
europe,c0ntact north,2
europe,complexity-gaming astralis,2
europe,complexity-gaming fnatic,2
europe,complexity-gaming vitality,2
europe,copenhagen-flames faze,2
europe,copenhagen-flames g2-esports,2
europe,copenhagen-flames godsent,2
europe,copenhagen-flames mousesports,2
europe,copenhagen-flames north,1
europe,ence astralis,2
europe,ence complexity-gaming,2
europe,ence copenhagen-flames,1
europe,ence fnatic,1
europe,faze c0ntact,1
europe,faze g2-esports,2
europe,faze godsent,1
europe,faze north,1
europe,fnatic heretics,1
europe,fnatic movistar-riders,2
europe,fnatic nip,2
europe,fnatic vitality,2
europe,g2-esports c0ntact,1
europe,g2-esports faze,2
europe,g2-esports heretics,1
europe,g2-esports north,2
europe,godsent g2-esports,2
europe,godsent mousesports,1
europe,godsent movistar-riders,2
europe,godsent north,1
europe,heretics complexity-gaming,1
europe,heretics ence,1
europe,heretics nip,2
europe,heretics north,1
europe,mousesports faze,2
europe,mousesports g2-esports,1
europe,mousesports movistar-riders,2
europe,movistar-riders faze,2
europe,movistar-riders g2-esports,2
europe,nip astralis,2
europe,nip complexity-gaming,1
europe,nip ence,1
europe,nip faze,2
europe,nip heretics,1
europe,nip vitality,2
europe,north godsent,2
europe,north mousesports,1
europe,north movistar-riders,1
europe,team-dignitas astralis,2
europe,team-dignitas complexity-gaming,2
europe,team-dignitas ence,2
europe,team-dignitas fnatic,1
europe,team-dignitas heretics,2
europe,team-dignitas nip,2
europe,team-dignitas vitality,2
europe,vitality ence,2
europe,vitality g2-esports,2
europe,vitality godsent,1
europe,vitality heretics,1
europe,vitality nip,2
north-america,100-thieves envyus,2
north-america,100-thieves liquid,2
north-america,bad-news-bears furia,2
north-america,bad-news-bears made-in-brazil,2
north-america,cloud9 100-thieves,2
north-america,cloud9 evil-geniuses,1
north-america,envyus bad-news-bears,1
north-america,envyus cloud9,2
north-america,envyus yeah,1
north-america,evil-geniuses 100-thieves,2
north-america,evil-geniuses orgless,1
north-america,furia envyus,1
north-america,furia gen-g,2
north-america,furia liquid,1
north-america,furia yeah,1
north-america,gen-g cloud9,1
north-america,gen-g cloud9,2
north-america,gen-g evil-geniuses,1
north-america,liquid bad-news-bears,1
north-america,liquid cloud9,2
north-america,liquid envyus,2
north-america,liquid furia,2
north-america,liquid made-in-brazil,1
north-america,,
north-america,made-in-brazil envyus,1
north-america,,
north-america,orgless cloud9,2
north-america,triumph cloud9,1
north-america,triumph evil-geniuses,2
north-america,yeah made-in-brazil,2
oceania,ground-zero-gaming order,2
oceania,,
oceania,order chiefs,1
oceania,renegades chiefs,1
oceania,renegades ground-zero-gaming,1
oceania,renegades order,1
oceania,renegades order,1
playoff,epsilon vexed,1
playoff,epsilon xenex,1
playoff,ago-gaming ldlc,2
playoff,epsilon ago-gaming,2
playoff,epsilon ldlc,2
playoff,ldlc alternate,1
playoff,ldlc epsilon,2
europe,envyus flipsid3,1
europe,envyus flipsid3,1
europe,flipsid3 fnatic,2
europe,flipsid3 mousesports,2
europe,flipsid3 solomid,2
europe,flipsid3 vp,2
europe,hellraisers flipsid3,1
europe,,
europe,,
europe,team-dignitas flipsid3,1
europe,titan flipsid3,1
group-stage,clg keyd-stars,1
group-stage,fnatic clg,2
north-america,ace-gaming clg,2
north-america,ace-gaming tempo-storm,2
north-america,ace-gaming tempo-storm,2
north-america,affnity tempo-storm,2
north-america,affnity tempo-storm,1
north-america,clg affnity,1
north-america,clg elevate,1
north-america,clg keyd-stars,2
north-america,clg keyd-stars,2
north-america,clg luminosity,2
north-america,clg mousespaz,1
north-america,clg tempo-storm,1
north-america,cloud9 clg,1
north-america,cloud9 clg,1
north-america,elevate tempo-storm,1
north-america,elevate tempo-storm,1
north-america,keyd-stars tempo-storm,1
north-america,keyd-stars tempo-storm,2
north-america,liquid clg,1
north-america,luminosity tempo-storm,1
north-america,method clg,2
north-america,method clg,2
north-america,mousespaz tempo-storm,2
north-america,mousespaz tempo-storm,2
north-america,nihilum clg,2
north-america,tempo-storm clg,2
north-america,tempo-storm clg,1
north-america,tempo-storm cloud9,1
north-america,tempo-storm cloud9,2
north-america,tempo-storm liquid,2
north-america,tempo-storm liquid,2
north-america,tempo-storm method,1
north-america,tempo-storm method,1
north-america,tempo-storm nihilum,2
north-america,tempo-storm nihilum,2
playoff,clg cloud9,2
america,100-thieves eunited,1
america,atk envyus,1
america,cloud9 complexity-gaming,2
america,cloud9 eunited,2
america,complexity-gaming eunited,1
america,detona-gaming envyus,2
america,detona-gaming sharks,2
america,envyus singularity,2
america,envyus swole-patrol,1
america,evil-geniuses cloud9,1
america,evil-geniuses complexity-gaming,1
america,evil-geniuses eunited,1
america,furia 100-thieves,2
america,furia envyus,2
america,furia eunited,2
america,furia isurus,1
america,furia swole-patrol,1
america,infinity-esports sharks,2
america,isurus eunited,2
america,isurus sharks,2
america,liquid atk,1
america,liquid renegades,1
america,liquid singularity,1
america,made-in-brazil envyus,1
america,made-in-brazil furia,2
america,made-in-brazil swole-patrol,1
america,renegades atk,1
america,renegades singularity,1
asia,mvp-pk invictus-gaming,2
asia,tyloo alpha-red,1
asia,tyloo invictus-gaming,1
asia,tyloo invictus-gaming,1
asia,tyloo lucid-dream,1
asia,tyloo mvp-pk,1
asia,tyloo vici-gaming,1
asia,vici-gaming invictus-gaming,2
asia,vici-gaming mvp-pk,1
europe,astralis arcy,1
europe,astralis fnatic,1
europe,astralis north,1
europe,big optic,1
europe,faze big,1
europe,faze hellraisers,1
europe,faze mousesports,2
europe,faze optic,1
europe,faze vitality,1
europe,fnatic arcy,1
europe,fnatic faze,2
europe,fnatic hellraisers,1
europe,fnatic north,1
europe,fnatic vitality,1
europe,g2-esports big,1
europe,g2-esports hellraisers,1
europe,g2-esports navi,2
europe,g2-esports nip,2
europe,g2-esports north,1
europe,g2-esports windigo,1
europe,hellraisers windigo,1
europe,heroic sprout,1
europe,mousesports big,1
europe,mousesports optic,1
europe,navi hellraisers,1
europe,navi windigo,1
europe,nip big,1
europe,nip heroic,2
europe,nip sprout,1
europe,north arcy,1
europe,north big,1
europe,north nip,1
europe,vitality hellraisers,1
europe,vitality heroic,1
europe,vitality nip,2
europe,vitality sprout,1
group-stage,100-thieves evil-geniuses,2
group-stage,100-thieves faze,1
group-stage,100-thieves fnatic,2
group-stage,astralis g2-esports,1
group-stage,astralis liquid,1
group-stage,astralis renegades,1
group-stage,atk north,1
group-stage,faze made-in-brazil,2
group-stage,fnatic evil-geniuses,2
group-stage,g2-esports atk,2
group-stage,g2-esports sharks,1
group-stage,heroic 100-thieves,2
group-stage,heroic fnatic,2
group-stage,made-in-brazil fnatic,2
group-stage,mousesports atk,1
group-stage,mousesports atk,1
group-stage,mousesports liquid,2
group-stage,mousesports renegades,1
group-stage,navi evil-geniuses,1
group-stage,navi made-in-brazil,1
group-stage,navi tyloo,1
group-stage,north liquid,2
group-stage,renegades sharks,1
group-stage,tyloo faze,2
oceania,chiefs order,2
oceania,grayhound-gaming order,1
oceania,order avant,1
oceania,order chiefs,1
oceania,order paradox,1
oceania,order really-weird,1
playoff,astralis mousesports,2
playoff,evil-geniuses mousesports,2
playoff,fnatic mousesports,2
playoff,liquid fnatic,2
playoff,navi fnatic,2
europe,astralis ence,1
europe,astralis fnatic,2
europe,astralis godsent,1
europe,astralis mousesports,2
europe,astralis mousesports,1
europe,astralis navi,2
europe,astralis nip,2
europe,astralis og,1
europe,astralis spirit,1
europe,astralis vitality,1
europe,big complexity-gaming,2
europe,big forze,2
europe,ence godsent,2
europe,ence spirit,2
europe,faze astralis,2
europe,faze fnatic,2
europe,faze forze,1
europe,faze mousesports,2
europe,faze navi,2
europe,faze og,1
europe,faze og,1
europe,faze tyloo,1
europe,faze vp,1
europe,fnatic big,2
europe,fnatic complexity-gaming,1
europe,fnatic forze,1
europe,fnatic mousesports,1
europe,fnatic nip,1
europe,fnatic north,1
europe,forze complexity-gaming,1
europe,forze north,1
europe,g2-esports faze,1
europe,g2-esports og,2
europe,g2-esports tyloo,1
europe,g2-esports vp,1
europe,godsent spirit,1
europe,mousesports faze,1
europe,mousesports fnatic,2
europe,mousesports g2-esports,1
europe,mousesports navi,1
europe,mousesports og,2
europe,mousesports og,1
europe,mousesports tyloo,1
europe,mousesports vp,1
europe,navi big,2
europe,navi complexity-gaming,1
europe,navi fnatic,1
europe,navi fnatic,2
europe,navi forze,1
europe,navi north,2
europe,navi og,1
europe,nip ence,2
europe,nip godsent,1
europe,nip spirit,1
europe,north big,1
europe,north complexity-gaming,2
europe,og fnatic,1
europe,og tyloo,1
europe,vitality ence,1
europe,vitality godsent,1
europe,vitality nip,1
europe,vitality og,2
europe,vitality spirit,2
